p1,p2,p3,p4,p5,r1,r2,r3,r4,r5,label,label_encoded
-73.39,-10.66,-13.69,3.01,9.65,118.13,-41.16,-93.15,-105.9,-103.63,থ,26
-73.2,-11.45,-12.49,4.15,10.71,115.5,-41.4,-94.08,-106.47,-104.46,থ,26
-72.83,-11.01,-13.1,3.38,9.93,114.18,-41.78,-93.14,-105.77,-103.69,থ,26
-73.09,-11.05,-12.94,3.7,10.13,115.2,-41.36,-93.74,-106.53,-104.49,থ,26
-73.36,-11.45,-13.35,3.24,10.11,113.09,-41.42,-94.17,-106.66,-104.45,থ,26
-73.69,-11.9,-13.08,3.6,10.42,110.29,-40.93,-94.87,-107.14,-105.05,থ,26
-73.4,-11.67,-13.39,3.41,10.3,112.77,-40.78,-94.57,-107.33,-105.23,থ,26
-73.71,-10.68,-13.71,2.72,9.23,116.67,-41.11,-93.42,-106.31,-104.15,থ,26
-73.9,-11.38,-13.57,3.15,10.03,111.94,-40.8,-94.38,-107.31,-105.2,থ,26
-73.22,-11.47,-13.91,2.82,9.87,112.25,-40.66,-94.68,-107.38,-105.45,থ,26
-73.56,-11.18,-14.3,2.61,9.61,113.83,-40.18,-94.35,-107.38,-105.41,থ,26
-76.41,-10.17,-16.36,0.49,7.42,114.02,-39.4,-94.87,-107.84,-105.92,থ,26
-72.79,-10.33,-18.16,-1.28,5.64,119.29,-39.59,-95.51,-108.92,-107.85,থ,26
-77.93,-5.45,-22.72,-5.41,1.54,146.02,-37.79,-92.56,-108.13,-107.78,থ,26
-66.8,-6.93,-8.77,5.72,10.8,131.02,-49.08,-84.14,-95.53,-95.57,থ,26
-71.08,-6.86,-10.88,4.83,10.64,130.38,-44.94,-87.11,-99.09,-99.01,থ,26
-70.7,-6.44,-10.31,5.38,11.22,128.35,-46.36,-86.39,-98.33,-98.27,থ,26
-70.24,-7.91,-10.04,5.82,11.81,125.93,-45.47,-88.34,-99.78,-99.47,থ,26
-71.46,-7.56,-10.47,5.09,10.87,124.86,-45.8,-88.1,-99.61,-99.5,থ,26
-71.81,-7.82,-12.54,3.75,10.15,125.0,-43.75,-89.26,-100.91,-101.13,থ,26
-71.12,-7.92,-12.67,3.7,10.37,124.13,-43.62,-89.51,-101.22,-101.62,থ,26
-73.3,-7.9,-12.41,3.74,10.09,120.58,-43.18,-90.16,-101.79,-101.98,থ,26
-69.22,-6.89,-7.98,6.77,11.83,125.75,-48.28,-85.31,-96.63,-96.61,থ,26
-69.0,-0.98,-15.94,0.07,1.39,149.13,-47.05,-80.93,-95.27,-94.82,থ,26
-67.59,-1.03,-14.31,0.92,2.19,146.27,-49.63,-81.19,-95.67,-95.41,থ,26
-68.94,-0.95,-15.23,0.55,1.74,147.79,-47.68,-81.2,-95.47,-94.48,থ,26
-70.26,-0.9,-16.41,-0.62,1.03,144.72,-46.6,-82.17,-96.96,-96.76,থ,26
-68.78,-7.2,-10.04,6.09,8.33,135.84,-48.8,-85.76,-99.1,-98.54,থ,26
-70.2,-8.15,-10.77,5.7,8.08,132.14,-46.87,-87.83,-100.37,-99.92,থ,26
-70.32,-7.38,-12.61,4.28,6.53,133.85,-44.89,-87.61,-100.6,-100.04,থ,26
-68.87,-7.88,-10.39,5.73,7.69,132.42,-47.33,-86.33,-99.05,-98.4,থ,26
-71.8,-8.03,-13.39,3.67,6.21,130.44,-43.79,-88.86,-102.15,-101.69,থ,26
-71.59,-8.14,-12.18,4.68,7.07,127.63,-44.79,-88.77,-101.53,-100.65,থ,26
-70.95,-8.17,-12.4,4.51,6.83,128.71,-44.92,-88.71,-101.46,-100.91,থ,26
-71.14,-7.78,-13.73,3.47,6.08,131.72,-43.77,-88.65,-102.0,-101.65,থ,26
-71.87,-8.69,-11.78,5.29,7.57,124.08,-44.41,-89.09,-101.83,-101.32,থ,26
-71.72,-7.65,-12.27,4.71,7.13,125.79,-44.71,-88.92,-101.89,-101.57,থ,26
-70.85,-7.68,-11.38,5.24,7.84,129.66,-46.31,-87.93,-100.93,-100.14,থ,26
-70.67,-8.22,-11.12,5.7,8.14,126.71,-46.34,-88.45,-101.27,-100.71,থ,26
-71.71,-8.86,-11.51,5.48,8.05,122.47,-44.79,-89.5,-102.23,-101.45,থ,26
-71.26,-8.06,-10.7,5.97,8.11,125.51,-46.43,-88.15,-100.9,-100.22,থ,26
-71.92,-7.87,-12.32,4.91,7.66,126.05,-44.76,-89.39,-102.78,-102.34,থ,26
-70.94,-9.79,-11.46,5.89,8.67,120.15,-44.48,-90.88,-103.63,-102.88,থ,26
-72.86,-8.7,-13.22,4.05,7.0,124.92,-43.69,-90.3,-103.56,-103.05,থ,26
-70.21,-8.63,-12.6,4.12,6.72,126.77,-45.02,-88.32,-101.98,-101.98,থ,26
-69.71,-8.04,-13.43,0.45,7.76,135.35,-43.95,-87.91,-101.29,-99.35,থ,26
-69.5,-7.93,-14.01,0.01,7.31,135.87,-44.44,-87.49,-101.26,-99.57,থ,26
-70.78,-8.36,-13.03,0.77,8.06,131.93,-44.51,-88.24,-101.61,-100.06,থ,26
-70.65,-7.37,-15.32,-1.3,6.22,138.73,-43.12,-87.85,-102.28,-100.78,থ,26
-68.83,-8.29,-13.14,0.54,7.73,134.01,-44.82,-86.87,-100.54,-98.78,থ,26
-73.08,-6.54,-16.85,-2.36,5.39,143.45,-42.29,-88.11,-103.06,-102.05,থ,26
-72.62,-9.11,-13.41,0.27,7.56,127.32,-44.42,-89.87,-103.26,-101.42,থ,26
-72.2,-6.96,-17.13,-2.75,5.0,138.23,-42.16,-88.7,-103.55,-102.4,থ,26
-72.16,-8.51,-11.12,1.82,9.19,131.01,-46.48,-89.19,-102.27,-100.14,থ,26
-71.75,-8.55,-13.15,0.59,7.99,130.12,-44.38,-89.12,-102.39,-100.58,থ,26
-72.66,-7.81,-15.32,-1.04,6.18,133.06,-42.18,-89.32,-101.95,-100.72,থ,26
-72.13,-8.28,-14.29,-0.3,7.23,127.49,-43.36,-89.54,-101.82,-101.25,থ,26
-72.52,-8.3,-13.41,-0.07,6.97,129.82,-43.98,-89.23,-100.67,-100.61,থ,26
-72.26,-7.5,-13.82,-0.19,6.71,128.55,-42.58,-88.02,-99.29,-99.42,থ,26
-70.5,-5.55,-14.09,-0.8,5.64,146.53,-46.0,-87.05,-99.31,-98.91,থ,26
-70.84,-5.47,-15.62,-1.54,5.56,149.92,-43.41,-87.73,-99.93,-99.3,থ,26
-70.71,-6.16,-13.91,-0.29,6.44,144.3,-44.33,-87.22,-99.45,-98.95,থ,26
-70.18,-5.81,-14.83,-1.03,5.74,145.83,-43.9,-87.17,-99.8,-99.48,থ,26
-72.08,-7.18,-13.97,-0.37,6.62,136.69,-44.1,-88.48,-100.35,-100.23,থ,26
-70.5,-8.52,-14.85,-0.79,6.76,135.7,-43.56,-89.74,-102.08,-101.46,থ,26
-70.4,-6.94,-14.14,-0.35,6.85,140.14,-44.43,-88.15,-100.53,-99.73,থ,26
-71.15,-8.46,-13.79,0.03,7.36,134.85,-43.44,-89.83,-101.76,-101.52,থ,26
-70.53,-8.57,-13.57,0.17,7.28,132.77,-44.16,-89.32,-101.42,-100.8,থ,26
-77.32,-1.96,-22.81,-8.78,-1.86,154.36,-39.91,-85.38,-100.83,-101.43,থ,26
-76.12,-7.81,-16.91,-4.51,1.77,142.86,-40.77,-88.2,-95.61,-99.64,থ,26
-71.92,-7.25,-15.03,-3.45,2.67,135.97,-44.02,-86.62,-95.3,-99.06,থ,26
-73.56,-7.13,-12.02,0.32,6.18,142.68,-44.86,-88.29,-97.25,-99.35,থ,26
-71.76,-8.09,-10.8,1.48,7.18,137.08,-45.51,-87.84,-97.44,-98.46,থ,26
-72.1,-7.14,-13.59,-1.45,4.69,141.83,-44.07,-87.8,-97.89,-99.08,থ,26
-76.72,-5.38,-16.85,-4.33,2.1,146.28,-41.87,-87.85,-98.73,-100.44,থ,26
-77.27,-5.49,-17.8,-5.0,1.87,131.71,-41.26,-88.7,-100.31,-102.1,থ,26
-75.25,-9.01,-14.51,-1.33,5.62,105.05,-40.97,-92.1,-101.9,-102.5,থ,26
-76.74,-6.15,-16.99,-3.95,2.8,116.93,-41.38,-89.87,-100.93,-102.4,থ,26
-76.61,-5.23,-18.42,-5.38,1.45,123.87,-40.66,-89.28,-100.78,-102.12,থ,26
-75.76,-6.85,-15.73,-2.7,4.02,119.9,-42.56,-89.93,-100.41,-101.76,থ,26
-75.29,-5.38,-15.81,-2.92,3.62,121.97,-42.49,-89.03,-99.58,-100.96,থ,26
-76.18,-5.44,-15.94,-3.29,3.13,120.45,-42.55,-88.87,-99.75,-101.04,থ,26
-76.59,-4.98,-17.3,-4.16,2.4,123.05,-41.93,-89.73,-100.78,-102.05,থ,26
-75.97,-5.17,-16.94,-3.88,2.79,122.72,-42.03,-89.36,-100.87,-102.17,থ,26
-75.25,-6.46,-14.45,-1.45,5.29,116.9,-42.37,-90.03,-100.77,-101.71,থ,26
-73.14,-7.58,-13.49,-0.42,6.09,112.15,-43.66,-90.71,-101.13,-101.86,থ,26
-76.69,-4.53,-18.29,-4.91,1.98,128.23,-41.09,-89.62,-101.05,-102.3,থ,26
-78.86,-3.15,-19.6,-6.14,0.61,130.76,-40.71,-89.64,-101.41,-103.32,থ,26
-78.29,-4.44,-18.42,-4.9,2.03,120.92,-40.9,-91.27,-102.58,-103.87,থ,26
-77.46,-4.97,-17.68,-3.87,3.38,121.39,-40.36,-91.77,-103.14,-104.27,থ,26
-78.29,-4.3,-18.15,-3.98,3.13,119.39,-41.04,-92.13,-103.6,-104.28,থ,26
-80.0,-3.5,-19.42,-5.7,1.2,124.7,-40.41,-91.21,-102.64,-104.0,থ,26
-78.63,-4.15,-18.89,-4.92,2.21,123.08,-40.33,-91.52,-102.81,-104.25,থ,26
-79.25,-4.2,-18.22,-4.66,2.22,120.22,-40.7,-91.69,-102.6,-103.9,থ,26
-78.19,-4.71,-18.06,-4.12,2.95,120.08,-40.68,-92.0,-103.28,-104.66,থ,26
-79.3,-5.34,-18.48,-4.5,2.6,113.31,-40.06,-93.05,-103.83,-104.64,থ,26
-79.05,-4.59,-18.54,-4.45,2.66,122.01,-40.26,-92.59,-103.94,-104.95,থ,26
-79.87,-3.67,-20.1,-6.1,1.32,129.51,-39.63,-92.2,-103.58,-104.88,থ,26
-79.8,-4.59,-18.76,-4.56,2.48,119.52,-39.88,-93.47,-104.35,-105.62,থ,26
-80.47,-3.99,-19.35,-5.33,1.66,123.42,-39.94,-92.54,-103.69,-105.09,থ,26
-80.2,-4.15,-19.17,-4.98,2.23,123.78,-39.95,-92.64,-104.21,-105.32,থ,26
-80.64,-4.37,-18.9,-4.8,2.32,118.6,-39.81,-92.92,-104.05,-105.16,থ,26
-79.12,-4.61,-19.05,-4.87,2.17,121.37,-39.95,-92.65,-103.8,-104.73,থ,26
-80.6,-7.38,-20.21,-6.11,1.68,118.67,-37.72,-94.13,-104.46,-107.4,থ,26
-81.18,-7.45,-19.75,-5.64,1.9,114.76,-37.97,-93.86,-103.78,-106.68,থ,26
-79.95,-5.76,-20.02,-6.5,0.93,122.55,-39.85,-92.69,-103.16,-105.8,থ,26
-77.83,-5.23,-18.78,-5.1,1.89,125.43,-40.86,-91.57,-102.79,-104.81,থ,26
-79.25,-5.66,-19.6,-5.79,1.46,121.37,-39.63,-92.59,-103.32,-105.26,থ,26
-79.45,-5.11,-20.08,-6.22,1.0,124.9,-39.4,-91.82,-103.34,-104.92,থ,26
-79.82,-5.07,-19.9,-6.0,1.27,125.25,-39.11,-92.54,-103.98,-105.86,থ,26
-79.19,-5.35,-20.2,-6.19,0.99,122.94,-39.34,-92.78,-104.12,-106.11,থ,26
-79.12,-5.32,-19.92,-6.1,1.05,123.89,-39.41,-92.23,-103.7,-105.41,থ,26
-79.48,-5.14,-20.24,-6.59,0.68,123.28,-39.17,-91.96,-103.38,-105.58,থ,26
-80.48,-5.36,-21.21,-7.35,0.23,123.4,-38.07,-93.07,-104.56,-106.75,থ,26
-78.95,-5.28,-20.18,-6.14,1.26,121.86,-38.77,-92.59,-104.21,-106.21,থ,26
-79.29,-5.33,-19.87,-5.89,1.54,122.06,-38.77,-92.81,-103.96,-106.02,থ,26
-80.36,-3.94,-20.74,-6.83,0.27,129.92,-38.86,-91.78,-103.4,-105.05,থ,26
-79.84,-5.72,-19.44,-5.45,1.88,117.14,-39.07,-93.56,-104.92,-106.63,থ,26
-79.74,-5.82,-19.32,-5.37,2.0,113.81,-39.24,-93.34,-104.67,-106.35,থ,26
-79.03,-5.52,-19.79,-5.82,1.59,120.92,-38.68,-92.67,-103.99,-105.64,থ,26
-79.53,-5.29,-20.18,-6.14,1.22,124.12,-38.54,-93.17,-104.66,-106.4,থ,26
-80.24,-6.15,-19.78,-6.02,1.36,119.39,-37.12,-92.96,-103.76,-105.34,থ,26
-79.57,-4.28,-20.51,-7.02,0.15,128.85,-39.16,-91.09,-102.78,-104.73,থ,26
-79.9,-3.73,-21.36,-7.71,-0.58,135.43,-39.31,-91.11,-103.0,-104.99,থ,26
-80.12,-4.31,-21.53,-7.89,-0.66,130.66,-38.52,-91.58,-103.52,-105.6,থ,26
-80.23,-4.85,-21.36,-7.51,-0.13,129.09,-38.44,-92.18,-104.06,-105.88,থ,26
-80.1,-4.69,-20.71,-6.93,0.21,126.6,-38.63,-91.66,-103.57,-105.35,থ,26
-79.59,-5.64,-20.34,-6.53,1.02,124.02,-38.22,-93.16,-104.53,-106.48,থ,26
-75.79,-4.28,-16.49,-0.68,6.19,129.67,-42.41,-90.65,-104.5,-101.51,থ,26
-77.1,-3.25,-18.29,-2.59,4.34,134.1,-41.36,-90.42,-104.93,-102.2,থ,26
-74.66,-4.19,-18.17,-2.08,5.17,132.31,-39.84,-90.52,-105.4,-102.74,থ,26
-76.76,-6.09,-16.37,-0.22,7.0,114.14,-40.59,-93.62,-107.38,-104.32,থ,26
-77.63,-6.84,-16.93,-0.68,6.91,105.24,-39.99,-95.23,-108.36,-105.48,থ,26
-76.9,-5.6,-17.37,-1.7,5.83,120.4,-40.85,-92.79,-107.25,-104.96,থ,26
-74.72,-9.47,-14.7,1.17,8.89,98.29,-40.78,-96.47,-109.16,-106.21,থ,26
-78.65,-6.14,-17.51,-1.14,6.48,115.73,-38.78,-94.52,-108.36,-106.13,থ,26
-78.72,-6.57,-18.46,-2.56,5.49,115.98,-38.87,-94.41,-108.13,-105.85,থ,26
-79.29,-6.7,-18.25,-2.07,5.38,112.03,-39.27,-95.91,-108.9,-106.5,থ,26
-77.15,-5.68,-16.07,-0.06,7.23,122.26,-41.02,-93.39,-106.32,-103.63,থ,26
-75.64,-7.42,-14.7,0.49,7.92,112.2,-41.75,-93.83,-106.16,-104.01,থ,26
-76.53,-7.62,-15.59,-0.11,6.97,107.12,-40.89,-94.82,-106.95,-104.64,থ,26
-75.95,-5.85,-16.4,-0.95,6.45,121.32,-41.06,-91.52,-104.63,-102.57,থ,26
-74.99,-8.67,-14.06,1.7,9.1,103.06,-41.07,-95.97,-107.9,-105.33,থ,26
-76.0,-7.71,-14.43,0.95,8.24,103.22,-41.49,-95.03,-106.96,-104.58,থ,26
-75.24,-7.84,-13.81,1.76,9.01,106.42,-41.72,-94.7,-106.83,-104.33,থ,26
-75.34,-8.57,-14.64,1.13,8.67,102.31,-40.68,-95.94,-107.95,-104.93,থ,26
-75.73,-7.97,-14.22,1.59,8.98,104.44,-40.87,-95.38,-107.53,-104.99,থ,26
-76.13,-7.87,-15.79,0.34,8.06,105.81,-39.5,-95.71,-108.05,-105.35,থ,26
-75.46,-8.35,-14.66,1.43,8.94,104.47,-40.31,-95.46,-107.99,-105.27,থ,26
-75.05,-8.65,-13.82,1.96,9.27,101.33,-40.74,-95.73,-107.92,-105.12,থ,26
-74.9,-8.67,-13.77,2.14,9.42,101.95,-40.9,-95.61,-107.73,-105.06,থ,26
-77.12,-6.92,-16.99,-1.07,6.25,109.7,-39.96,-95.14,-107.83,-105.48,থ,26
-77.45,-6.67,-16.99,-1.34,6.1,108.83,-40.08,-94.75,-107.54,-105.17,থ,26
-76.82,-7.22,-16.53,-0.57,6.93,107.48,-40.01,-95.04,-107.55,-105.19,থ,26
-76.24,-7.66,-15.81,0.22,7.7,105.85,-40.16,-95.16,-107.66,-104.83,থ,26
-76.01,-7.68,-16.15,0.07,7.59,105.58,-39.84,-95.89,-108.32,-105.84,থ,26
-75.82,-7.79,-14.8,1.0,8.38,106.2,-40.84,-95.2,-107.65,-105.07,থ,26
-78.2,-6.87,-17.18,-1.0,6.44,106.72,-39.14,-95.31,-108.03,-105.29,থ,26
-74.75,-6.13,-15.22,0.51,7.72,119.06,-41.13,-92.17,-105.09,-102.4,থ,26
-78.22,-6.25,-17.59,-1.64,5.79,111.78,-39.46,-94.59,-107.87,-105.68,থ,26
-68.99,-6.8,-10.49,2.32,8.57,139.52,-46.26,-87.7,-96.62,-97.44,থ,26
-71.97,-3.87,-16.55,-3.4,2.74,145.63,-44.9,-86.06,-94.84,-95.74,থ,26
-71.05,-4.77,-15.18,-1.89,4.59,141.14,-44.56,-87.1,-96.42,-97.15,থ,26
-71.07,-4.96,-14.56,-1.58,4.82,137.88,-44.54,-87.29,-96.78,-97.57,থ,26
-73.0,-6.07,-15.3,-1.67,5.14,133.74,-42.42,-89.85,-99.0,-99.26,থ,26
-72.62,-6.41,-15.97,-1.88,5.4,130.98,-41.9,-89.72,-99.35,-99.78,থ,26
-73.91,-6.38,-15.8,-1.86,5.08,129.83,-42.05,-90.55,-99.93,-99.99,থ,26
-74.71,-6.9,-13.71,0.43,7.13,124.84,-42.87,-91.32,-100.1,-99.32,থ,26
-75.29,-7.11,-15.31,-0.77,6.55,124.07,-41.12,-91.95,-101.05,-100.95,থ,26
-69.51,-8.16,-11.69,1.92,8.96,121.45,-44.97,-90.64,-99.9,-99.86,থ,26
-73.0,-6.97,-14.41,-0.54,6.58,126.15,-42.46,-90.65,-100.02,-99.8,থ,26
-73.27,-6.32,-15.29,-1.13,6.03,128.32,-41.97,-90.51,-100.39,-100.18,থ,26
-73.1,-7.07,-14.19,-0.21,7.17,124.18,-42.53,-91.29,-101.09,-100.6,থ,26
-75.76,-5.74,-16.93,-2.89,4.3,128.07,-41.03,-91.1,-101.22,-101.46,থ,26
-73.45,-2.01,-20.01,-5.96,1.38,147.08,-40.02,-86.54,-98.09,-98.42,থ,26
-71.45,-7.82,-13.1,0.95,8.12,118.65,-42.94,-90.96,-100.62,-100.35,থ,26
-71.6,-7.91,-12.67,1.41,8.51,117.39,-42.92,-90.92,-100.27,-99.81,থ,26
-73.59,-8.14,-13.79,0.29,7.28,113.25,-41.9,-92.04,-101.09,-100.83,থ,26
-72.85,-7.65,-13.67,0.31,7.56,116.26,-42.33,-91.39,-100.87,-100.54,থ,26
-73.41,-7.76,-14.83,-0.54,6.98,117.18,-41.68,-91.56,-101.41,-101.15,থ,26
-74.45,-6.5,-16.18,-2.15,5.39,122.22,-41.27,-91.28,-101.34,-101.48,থ,26
-75.02,-5.75,-17.39,-3.31,4.13,127.05,-40.58,-90.9,-101.14,-101.24,থ,26
-75.39,-4.91,-18.18,-4.05,3.21,129.87,-40.5,-89.64,-100.18,-100.18,থ,26
-74.69,-5.74,-16.73,-2.46,4.6,126.09,-40.79,-90.32,-100.8,-100.91,থ,26
-76.17,-7.08,-16.78,-2.5,4.99,118.55,-39.84,-92.48,-102.44,-102.43,থ,26
-75.28,-7.13,-16.93,-2.59,4.96,119.17,-40.03,-92.46,-102.25,-102.51,থ,26
-75.65,-6.78,-17.35,-2.86,4.92,121.75,-40.0,-92.44,-102.44,-102.67,থ,26
-76.25,-7.27,-16.96,-2.46,5.01,115.78,-40.21,-93.29,-103.07,-103.4,থ,26
-76.07,-6.33,-17.05,-2.32,5.09,120.6,-40.11,-93.02,-103.18,-103.19,থ,26
-75.11,-7.97,-15.73,-1.12,6.52,111.57,-40.41,-93.97,-103.49,-103.52,থ,26
-76.84,-7.23,-17.61,-2.97,4.71,115.4,-39.21,-94.19,-103.97,-104.23,থ,26
-68.0,-4.06,-13.91,-2.21,2.79,118.7,-46.99,-83.73,-96.41,-95.54,থ,26
-73.19,-7.66,-12.4,0.53,5.32,117.57,-45.96,-89.42,-99.68,-97.59,থ,26
-69.88,-5.7,-12.39,-0.1,4.57,124.33,-47.25,-87.42,-99.26,-97.4,থ,26
-71.7,-4.05,-14.94,-2.49,2.39,124.14,-44.46,-87.0,-99.89,-98.24,থ,26
-71.86,-0.97,-17.01,-4.64,0.33,135.21,-44.16,-84.14,-98.29,-97.28,থ,26
-71.96,-4.55,-18.31,-4.93,1.05,125.69,-43.68,-87.79,-101.1,-100.49,থ,26
-70.04,-3.19,-16.95,-3.82,1.71,127.56,-42.76,-83.65,-97.74,-97.05,থ,26
-74.48,-0.37,-22.23,-9.4,-3.94,137.88,-39.58,-82.38,-98.19,-98.11,থ,26
-75.72,-3.3,-18.95,-5.19,0.95,128.46,-42.42,-88.58,-102.62,-101.71,থ,26
-75.84,-3.08,-18.36,-5.11,0.61,128.89,-42.39,-88.0,-102.26,-101.76,থ,26
-73.36,-6.8,-12.92,0.57,6.24,109.52,-44.28,-89.49,-101.64,-100.01,থ,26
-70.22,-8.37,-10.85,2.77,8.69,107.52,-45.01,-90.15,-102.58,-100.95,থ,26
-71.68,-8.08,-13.5,0.36,6.48,106.53,-43.15,-90.99,-103.49,-102.29,থ,26
-71.93,-7.22,-11.76,2.15,8.33,112.56,-44.58,-90.6,-103.69,-102.67,থ,26
-70.56,-6.48,-12.64,0.85,6.61,115.33,-45.13,-88.78,-101.76,-100.44,থ,26
-71.84,-7.45,-12.97,0.97,7.04,110.08,-43.69,-90.74,-103.34,-101.75,থ,26
-70.53,-9.45,-11.88,2.35,8.54,102.69,-43.46,-92.29,-104.29,-102.15,থ,26
-65.8,-9.91,-7.64,4.93,10.09,103.64,-47.72,-89.71,-101.1,-99.44,থ,26
-71.69,-4.42,-13.59,0.14,5.47,126.22,-46.13,-87.63,-100.48,-98.73,থ,26
-73.66,-3.48,-16.23,-2.32,3.32,135.27,-43.52,-88.55,-102.02,-100.48,থ,26
-74.01,-3.51,-17.25,-3.07,2.76,135.17,-42.87,-89.33,-103.11,-101.85,থ,26
-74.21,-3.11,-17.66,-3.7,2.26,135.8,-42.25,-88.14,-101.64,-100.66,থ,26
-72.32,-4.19,-15.87,-2.04,3.81,129.29,-44.31,-89.48,-103.21,-101.71,থ,26
-74.66,-4.62,-16.47,-2.38,3.56,128.17,-42.37,-89.72,-103.4,-102.25,থ,26
-74.7,-4.18,-16.46,-2.49,3.26,129.44,-42.94,-89.72,-103.04,-102.24,থ,26
-74.69,-5.03,-16.56,-2.52,3.6,127.17,-42.41,-90.09,-103.53,-102.53,থ,26
-74.93,-4.69,-18.47,-4.4,1.72,133.07,-40.29,-90.22,-104.03,-103.76,থ,26
-72.35,-6.32,-14.14,-0.26,5.93,122.21,-43.24,-90.39,-102.99,-101.67,থ,26
-73.94,-4.78,-16.86,-3.17,2.84,128.46,-42.35,-89.31,-102.39,-101.81,থ,26
-75.01,-3.24,-19.89,-6.28,0.14,138.59,-40.65,-88.08,-102.32,-101.81,থ,26
-73.51,-4.56,-17.66,-3.82,2.27,131.23,-41.57,-88.7,-102.32,-101.55,থ,26
-68.95,-3.29,-12.56,1.04,6.51,140.24,-46.67,-85.46,-97.99,-97.12,থ,26
-69.67,-3.15,-13.65,0.06,5.51,141.81,-45.53,-85.39,-98.15,-97.2,থ,26
-69.85,-3.55,-13.39,0.35,5.91,140.68,-45.57,-85.56,-97.94,-97.38,থ,26
-69.41,-4.27,-14.35,-0.41,5.28,135.72,-44.93,-86.53,-99.09,-98.15,থ,26
-68.86,-4.72,-14.26,-0.48,5.24,136.22,-45.17,-86.51,-99.1,-98.88,থ,26
-69.93,-4.56,-13.1,0.7,6.58,135.83,-45.84,-86.61,-99.21,-98.84,থ,26
-70.77,-3.15,-15.06,-1.31,4.47,140.13,-44.68,-85.67,-98.92,-98.67,থ,26
-70.83,-4.14,-13.54,-0.08,5.63,135.55,-45.4,-86.46,-99.28,-98.79,থ,26
-70.22,-5.42,-13.12,0.74,6.95,132.04,-44.73,-87.34,-100.09,-99.51,থ,26
-71.41,-4.45,-14.65,-0.98,5.03,136.76,-43.91,-86.43,-99.0,-98.4,থ,26
-71.02,-4.79,-14.62,-0.69,5.48,135.26,-43.3,-87.03,-99.89,-99.59,থ,26
-68.52,-7.45,-10.17,3.36,9.15,120.03,-46.49,-88.54,-100.15,-99.13,থ,26
-72.81,-3.86,-15.36,-1.28,5.05,137.18,-42.6,-88.11,-101.1,-100.94,থ,26
-71.45,-4.91,-13.71,-0.03,5.95,131.33,-43.78,-87.39,-100.07,-99.46,থ,26
-72.09,-5.08,-15.59,-1.32,5.16,132.56,-42.09,-88.33,-101.3,-100.51,থ,26
-74.66,-6.76,-17.05,-1.73,5.3,123.72,-40.65,-92.36,-104.91,-104.65,থ,26
-73.14,-5.3,-15.53,-1.04,5.31,124.14,-42.16,-89.42,-102.77,-102.02,থ,26
-74.16,-6.2,-14.71,-0.01,6.34,118.11,-42.37,-91.23,-103.59,-102.78,থ,26
-72.88,-5.83,-14.59,-0.81,5.53,122.35,-42.66,-89.21,-100.43,-100.34,থ,26
-74.16,-6.86,-15.52,-1.17,5.43,116.02,-41.51,-91.35,-102.39,-102.71,থ,26
-71.77,-7.48,-13.36,0.7,7.02,116.24,-41.61,-90.3,-101.5,-102.16,থ,26
-76.02,-5.94,-16.7,-2.24,4.07,123.54,-41.07,-90.67,-101.73,-102.16,থ,26
-74.19,-4.07,-15.64,-2.05,3.91,133.56,-43.0,-87.85,-99.9,-100.38,থ,26
-75.47,-2.31,-19.66,-5.73,0.65,146.28,-40.03,-87.21,-100.16,-100.9,থ,26
-75.22,-3.46,-18.14,-4.31,2.15,139.27,-41.3,-87.86,-100.55,-101.15,থ,26
-74.83,-5.31,-16.9,-2.71,3.67,128.38,-41.11,-90.1,-101.83,-102.62,থ,26
-75.29,-4.95,-16.87,-2.66,3.64,130.02,-41.33,-89.33,-101.67,-101.99,থ,26
-75.06,-5.0,-17.53,-3.18,3.28,133.23,-41.48,-90.09,-102.08,-102.75,থ,26
-73.46,-5.24,-16.87,-3.43,2.75,136.3,-42.37,-87.65,-100.16,-100.65,থ,26
-72.73,-5.83,-15.43,-2.09,4.12,131.08,-42.97,-88.0,-100.12,-100.86,থ,26
-61.56,-9.48,-6.22,3.25,4.33,103.32,-54.27,-79.59,-87.35,-89.44,দ,27
-58.06,-7.61,-5.03,4.02,4.5,106.7,-53.1,-77.47,-84.63,-86.28,দ,27
-57.19,-6.98,-3.38,6.06,6.76,104.04,-54.77,-79.01,-85.66,-86.74,দ,27
-58.01,-7.64,-3.98,5.38,6.1,103.16,-54.8,-79.14,-86.05,-87.21,দ,27
-58.24,-7.45,-3.6,5.98,7.15,101.68,-55.36,-79.71,-86.79,-87.79,দ,27
-57.85,-6.52,-2.69,6.48,7.21,100.24,-55.87,-79.76,-86.36,-87.34,দ,27
-58.15,-6.73,-2.85,6.58,7.41,102.6,-54.74,-79.43,-86.4,-87.22,দ,27
-58.07,-6.88,-2.66,6.78,7.62,97.32,-56.59,-80.81,-86.45,-87.24,দ,27
-57.18,-6.58,-2.17,7.34,8.14,100.51,-56.14,-80.38,-86.58,-87.33,দ,27
-57.61,-6.62,-2.03,7.54,8.62,96.74,-56.98,-81.1,-87.18,-87.58,দ,27
-57.96,-6.73,-2.16,7.32,8.69,97.56,-57.52,-81.87,-87.86,-88.36,দ,27
-57.81,-6.8,-2.08,7.52,8.61,98.51,-56.48,-80.86,-87.2,-87.85,দ,27
-57.04,-6.33,-1.03,8.05,9.24,97.17,-57.77,-81.88,-87.49,-88.05,দ,27
